product_id,date,stock_received,damaged_stock
304836,30-12-2024,8,5
304836,06-01-2025,0,1
304836,13-01-2025,18,1
304836,20-01-2025,5,1
304836,27-01-2025,10,3
304836,03-02-2025,20,3
304836,10-02-2025,0,3
304836,17-02-2025,19,1
304836,24-02-2025,21,5
304836,03-03-2025,20,3
304836,10-03-2025,17,1
304836,17-03-2025,14,0
304836,24-03-2025,27,2
304836,31-03-2025,24,1
304836,07-04-2025,8,0
304836,14-04-2025,14,0
304836,21-04-2025,29,4
304836,28-04-2025,23,5
304836,05-05-2025,28,4
304836,12-05-2025,27,4
304836,19-05-2025,15,4
304836,26-05-2025,25,5
304836,02-06-2025,10,1
304836,09-06-2025,14,1
304836,16-06-2025,1,3
304836,23-06-2025,9,0
304836,30-06-2025,4,5
304836,07-07-2025,26,4
304836,14-07-2025,29,5
304836,21-07-2025,24,4
304836,28-07-2025,12,4
304836,04-08-2025,5,4
304836,11-08-2025,13,3
304836,18-08-2025,5,1
304836,25-08-2025,23,4
304836,01-09-2025,4,1
304836,08-09-2025,7,0
304836,15-09-2025,3,3
304836,22-09-2025,27,2
304836,29-09-2025,2,1
304836,06-10-2025,20,2
304836,13-10-2025,11,3
304836,20-10-2025,28,4
304836,27-10-2025,11,3
304836,03-11-2025,10,2
304836,10-11-2025,26,1
304836,17-11-2025,0,0
304836,24-11-2025,26,5
304836,01-12-2025,29,1
304836,08-12-2025,27,1
304836,15-12-2025,16,3
304836,22-12-2025,1,5
304836,29-12-2025,7,1
342688,01-01-2024,1,0
342688,08-01-2024,24,5
342688,15-01-2024,20,2
342688,22-01-2024,20,5
342688,29-01-2024,9,3
342688,05-02-2024,5,4
342688,12-02-2024,6,3
342688,19-02-2024,28,1
342688,26-02-2024,20,4
342688,04-03-2024,10,1
342688,11-03-2024,16,5
342688,18-03-2024,22,0
342688,25-03-2024,12,1
342688,01-04-2024,17,1
342688,08-04-2024,4,2
342688,15-04-2024,30,5
342688,22-04-2024,22,1
342688,29-04-2024,29,0
342688,06-05-2024,2,3
342688,13-05-2024,17,4
342688,20-05-2024,14,5
342688,27-05-2024,10,1
342688,03-06-2024,13,3
342688,10-06-2024,11,0
342688,17-06-2024,3,5
342688,24-06-2024,7,4
342688,01-07-2024,11,2
342688,08-07-2024,29,1
342688,15-07-2024,15,5
342688,22-07-2024,28,0
342688,29-07-2024,17,2
342688,05-08-2024,29,0
342688,12-08-2024,7,0
342688,19-08-2024,1,2
342688,26-08-2024,14,3
342688,02-09-2024,22,1
342688,09-09-2024,2,5
342688,16-09-2024,27,3
342688,23-09-2024,7,1
342688,30-09-2024,4,1
342688,07-10-2024,13,0
342688,14-10-2024,3,1
342688,21-10-2024,25,1
342688,28-10-2024,7,0
342688,04-11-2024,27,0
342688,11-11-2024,20,5
342688,18-11-2024,23,2
342688,25-11-2024,4,0
342688,02-12-2024,0,2
342688,09-12-2024,14,4
342688,16-12-2024,15,0
342688,23-12-2024,24,1
342688,30-12-2024,30,2
342688,06-01-2025,9,3
342688,13-01-2025,10,5
342688,20-01-2025,1,2
342688,27-01-2025,26,1
342688,03-02-2025,6,1
342688,10-02-2025,9,0
342688,17-02-2025,17,4
342688,24-02-2025,12,2
342688,03-03-2025,21,0
342688,10-03-2025,16,5
342688,17-03-2025,23,2
342688,24-03-2025,27,5
342688,31-03-2025,6,4
342688,07-04-2025,25,2
342688,14-04-2025,6,2
342688,21-04-2025,25,2
342688,28-04-2025,4,0
342688,05-05-2025,6,3
342688,12-05-2025,13,2
342688,19-05-2025,21,3
342688,26-05-2025,10,3
342688,02-06-2025,4,1
342688,09-06-2025,17,4
342688,16-06-2025,23,5
342688,23-06-2025,16,2
342688,30-06-2025,29,2
342688,07-07-2025,9,2
342688,14-07-2025,2,4
342688,21-07-2025,13,2
342688,28-07-2025,23,5
342688,04-08-2025,0,2
342688,11-08-2025,16,4
342688,18-08-2025,13,5
342688,25-08-2025,16,3
342688,01-09-2025,5,4
342688,08-09-2025,20,0
342688,15-09-2025,1,0
342688,22-09-2025,2,3
342688,29-09-2025,27,5
342688,06-10-2025,14,3
342688,13-10-2025,4,5
342688,20-10-2025,19,1
342688,27-10-2025,29,4
342688,03-11-2025,22,4
342688,10-11-2025,26,5
342688,17-11-2025,10,3
342688,24-11-2025,2,4
342688,01-12-2025,18,1
342688,08-12-2025,23,3
342688,15-12-2025,12,1
342688,22-12-2025,14,1
342688,29-12-2025,25,3
984338,01-01-2024,1,3
984338,08-01-2024,8,0
984338,15-01-2024,22,0
984338,22-01-2024,23,0
984338,29-01-2024,10,4
984338,05-02-2024,13,0
984338,12-02-2024,9,1
984338,19-02-2024,28,5
984338,26-02-2024,1,5
984338,04-03-2024,20,4
984338,11-03-2024,15,2
984338,18-03-2024,6,3
984338,25-03-2024,8,0
984338,01-04-2024,13,0
984338,08-04-2024,9,3
984338,15-04-2024,30,1
984338,22-04-2024,11,1
984338,29-04-2024,10,0
984338,06-05-2024,28,2
984338,13-05-2024,25,4
984338,20-05-2024,24,3
984338,27-05-2024,29,1
984338,03-06-2024,18,2
984338,10-06-2024,28,1
984338,17-06-2024,26,4
984338,24-06-2024,24,1
984338,01-07-2024,30,0
984338,08-07-2024,30,0
984338,15-07-2024,18,5
984338,22-07-2024,0,0
984338,29-07-2024,2,4
984338,05-08-2024,2,0
984338,12-08-2024,11,3
984338,19-08-2024,14,1
984338,26-08-2024,4,3
984338,02-09-2024,22,0
984338,09-09-2024,7,1
984338,16-09-2024,7,0
984338,23-09-2024,23,5
984338,30-09-2024,15,3
984338,07-10-2024,20,3
984338,14-10-2024,10,4
984338,21-10-2024,18,1
984338,28-10-2024,2,2
984338,04-11-2024,20,1
984338,11-11-2024,13,0
984338,18-11-2024,20,1
984338,25-11-2024,21,1
984338,02-12-2024,25,0
984338,09-12-2024,20,4
984338,16-12-2024,20,3
984338,23-12-2024,30,4
984338,30-12-2024,20,5
984338,06-01-2025,30,3
984338,13-01-2025,7,5
984338,20-01-2025,18,0
984338,27-01-2025,21,3
984338,03-02-2025,29,5
984338,10-02-2025,26,1
984338,17-02-2025,25,2
984338,24-02-2025,18,4
984338,03-03-2025,6,0
984338,10-03-2025,19,2
984338,17-03-2025,7,2
984338,24-03-2025,25,5
984338,31-03-2025,29,3
984338,07-04-2025,6,1
984338,14-04-2025,11,1
984338,21-04-2025,9,4
984338,28-04-2025,0,1
984338,05-05-2025,14,1
984338,12-05-2025,6,0
984338,19-05-2025,11,3
984338,26-05-2025,0,4
984338,02-06-2025,4,2
984338,09-06-2025,27,2
984338,16-06-2025,7,4
984338,23-06-2025,6,5
984338,30-06-2025,18,0
984338,07-07-2025,26,2
984338,14-07-2025,4,0
984338,21-07-2025,23,2
984338,28-07-2025,23,3
984338,04-08-2025,5,5
984338,11-08-2025,8,1
984338,18-08-2025,22,5
984338,25-08-2025,8,2
984338,01-09-2025,13,1
984338,08-09-2025,20,3
984338,15-09-2025,7,1
984338,22-09-2025,18,3
984338,29-09-2025,1,4
984338,06-10-2025,13,4
984338,13-10-2025,19,2
984338,20-10-2025,3,2
984338,27-10-2025,22,2
984338,03-11-2025,12,3
984338,10-11-2025,24,4
984338,17-11-2025,17,2
984338,24-11-2025,9,1
984338,01-12-2025,2,4
984338,08-12-2025,25,0
984338,15-12-2025,11,2
984338,22-12-2025,20,3
984338,29-12-2025,11,3
852745,01-01-2024,23,1
852745,08-01-2024,10,5
852745,15-01-2024,21,1
852745,22-01-2024,4,0
852745,29-01-2024,2,3
852745,05-02-2024,24,3
852745,12-02-2024,1,5
852745,19-02-2024,21,2
852745,26-02-2024,7,0
852745,04-03-2024,21,4
852745,11-03-2024,14,2
852745,18-03-2024,9,3
852745,25-03-2024,19,3
852745,01-04-2024,23,3
852745,08-04-2024,18,2
852745,15-04-2024,3,2
852745,22-04-2024,17,2
852745,29-04-2024,24,1
852745,06-05-2024,1,0
852745,13-05-2024,0,5
852745,20-05-2024,25,1
852745,27-05-2024,26,1
852745,03-06-2024,25,0
852745,10-06-2024,8,3
852745,17-06-2024,10,2
852745,24-06-2024,8,2
852745,01-07-2024,17,4
852745,08-07-2024,13,4
852745,15-07-2024,22,1
852745,22-07-2024,23,0
852745,29-07-2024,13,3
852745,05-08-2024,8,1
852745,12-08-2024,1,2
852745,19-08-2024,27,1
852745,26-08-2024,14,0
852745,02-09-2024,17,1
852745,09-09-2024,20,5
852745,16-09-2024,23,4
852745,23-09-2024,12,2
852745,30-09-2024,4,1
852745,07-10-2024,10,0
852745,14-10-2024,17,5
852745,21-10-2024,1,3
852745,28-10-2024,14,5
852745,04-11-2024,2,1
852745,11-11-2024,28,1
852745,18-11-2024,28,1
852745,25-11-2024,12,0
852745,02-12-2024,3,3
852745,09-12-2024,1,3
852745,16-12-2024,12,1
852745,23-12-2024,5,3
852745,30-12-2024,2,2
852745,06-01-2025,15,4
852745,13-01-2025,12,5
852745,20-01-2025,21,5
852745,27-01-2025,16,0
852745,03-02-2025,8,2
852745,10-02-2025,26,5
852745,17-02-2025,11,1
852745,24-02-2025,10,4
852745,03-03-2025,23,5
852745,10-03-2025,16,4
852745,17-03-2025,19,4
852745,24-03-2025,16,2
852745,31-03-2025,14,2
852745,07-04-2025,0,5
852745,14-04-2025,12,2
852745,21-04-2025,12,3
852745,28-04-2025,18,4
852745,05-05-2025,24,5
852745,12-05-2025,14,3
852745,19-05-2025,14,3
852745,26-05-2025,29,5
852745,02-06-2025,14,0
852745,09-06-2025,24,4
852745,16-06-2025,17,4
852745,23-06-2025,1,4
852745,30-06-2025,25,3
852745,07-07-2025,22,5
852745,14-07-2025,29,5
852745,21-07-2025,8,1
852745,28-07-2025,0,0
852745,04-08-2025,30,4
852745,11-08-2025,21,1
852745,18-08-2025,11,0
852745,25-08-2025,15,5
852745,01-09-2025,8,3
852745,08-09-2025,15,4
852745,15-09-2025,24,3
852745,22-09-2025,24,2
852745,29-09-2025,7,0
852745,06-10-2025,9,1
852745,13-10-2025,26,2
852745,20-10-2025,16,5
852745,27-10-2025,5,2
852745,03-11-2025,28,0
852745,10-11-2025,25,2
852745,17-11-2025,28,2
852745,24-11-2025,18,0
852745,01-12-2025,7,2
852745,08-12-2025,19,3
852745,15-12-2025,9,4
852745,22-12-2025,9,3
852745,29-12-2025,18,3
64148,01-01-2024,5,0
64148,08-01-2024,14,4
64148,15-01-2024,26,0
64148,22-01-2024,25,4
64148,29-01-2024,3,0
64148,05-02-2024,23,3
64148,12-02-2024,15,3
64148,19-02-2024,21,1
64148,26-02-2024,24,2
64148,04-03-2024,23,3
64148,11-03-2024,24,3
64148,18-03-2024,11,0
64148,25-03-2024,12,2
64148,01-04-2024,8,0
64148,08-04-2024,8,2
64148,15-04-2024,5,4
64148,22-04-2024,20,3
64148,29-04-2024,8,3
64148,06-05-2024,3,2
64148,13-05-2024,6,0
64148,20-05-2024,26,0
64148,27-05-2024,13,0
64148,03-06-2024,2,0
64148,10-06-2024,10,0
64148,17-06-2024,28,2
64148,24-06-2024,27,2
64148,01-07-2024,4,1
64148,08-07-2024,2,2
64148,15-07-2024,29,0
64148,22-07-2024,19,2
64148,29-07-2024,10,0
64148,05-08-2024,12,1
64148,12-08-2024,26,0
64148,19-08-2024,27,3
64148,26-08-2024,30,2
64148,02-09-2024,9,5
64148,09-09-2024,15,5
64148,16-09-2024,26,4
64148,23-09-2024,3,3
64148,30-09-2024,19,4
64148,07-10-2024,7,1
64148,14-10-2024,12,5
64148,21-10-2024,11,5
64148,28-10-2024,0,5
64148,04-11-2024,27,3
64148,11-11-2024,23,0
64148,18-11-2024,12,3
64148,25-11-2024,0,5
64148,02-12-2024,12,4
64148,09-12-2024,28,1
64148,16-12-2024,10,0
64148,23-12-2024,22,0
64148,30-12-2024,18,4
64148,06-01-2025,29,0
64148,13-01-2025,20,0
64148,20-01-2025,11,3
64148,27-01-2025,29,4
64148,03-02-2025,5,3
64148,10-02-2025,5,2
64148,17-02-2025,7,1
64148,24-02-2025,0,5
64148,03-03-2025,28,0
64148,10-03-2025,27,4
64148,17-03-2025,0,1
64148,24-03-2025,19,2
64148,31-03-2025,8,3
64148,07-04-2025,15,5
64148,14-04-2025,21,1
64148,21-04-2025,4,4
64148,28-04-2025,4,5
64148,05-05-2025,19,5
64148,12-05-2025,10,1
64148,19-05-2025,22,1
64148,26-05-2025,8,3
64148,02-06-2025,30,4
64148,09-06-2025,14,2
64148,16-06-2025,4,3
64148,23-06-2025,15,2
64148,30-06-2025,16,5
64148,07-07-2025,24,5
64148,14-07-2025,10,5
64148,21-07-2025,19,1
64148,28-07-2025,29,5
64148,04-08-2025,8,1
64148,11-08-2025,17,0
64148,18-08-2025,13,2
64148,25-08-2025,2,0
64148,01-09-2025,20,4
64148,08-09-2025,23,2
64148,15-09-2025,2,4
64148,22-09-2025,7,0
64148,29-09-2025,13,5
64148,06-10-2025,27,5
64148,13-10-2025,6,3
64148,20-10-2025,5,5
64148,27-10-2025,4,1
64148,03-11-2025,7,4
64148,10-11-2025,30,5
64148,17-11-2025,6,4
64148,24-11-2025,14,4
64148,01-12-2025,23,1
64148,08-12-2025,18,0
64148,15-12-2025,9,4
64148,22-12-2025,26,2
64148,29-12-2025,24,1
880996,01-01-2024,1,4
880996,08-01-2024,7,0
880996,15-01-2024,15,0
880996,22-01-2024,16,2
880996,29-01-2024,20,0
880996,05-02-2024,30,4
880996,12-02-2024,13,2
880996,19-02-2024,24,2
880996,26-02-2024,15,0
880996,04-03-2024,1,0
880996,11-03-2024,11,0
880996,18-03-2024,11,4
880996,25-03-2024,4,4
880996,01-04-2024,14,1
880996,08-04-2024,12,3
880996,15-04-2024,6,1
880996,22-04-2024,22,1
880996,29-04-2024,29,0
880996,06-05-2024,13,2
880996,13-05-2024,23,2
880996,20-05-2024,1,0
880996,27-05-2024,8,0
880996,03-06-2024,11,5
880996,10-06-2024,15,0
880996,17-06-2024,6,5
880996,24-06-2024,10,2
880996,01-07-2024,27,0
880996,08-07-2024,24,3
880996,15-07-2024,1,3
880996,22-07-2024,25,1
880996,29-07-2024,24,3
880996,05-08-2024,16,1
880996,12-08-2024,15,4
880996,19-08-2024,22,2
880996,26-08-2024,4,5
880996,02-09-2024,17,3
880996,09-09-2024,17,0
880996,16-09-2024,21,3
880996,23-09-2024,9,0
880996,30-09-2024,8,0
880996,07-10-2024,15,0
880996,14-10-2024,15,3
880996,21-10-2024,3,5
880996,28-10-2024,28,4
880996,04-11-2024,27,1
880996,11-11-2024,20,3
880996,18-11-2024,29,4
880996,25-11-2024,9,5
880996,02-12-2024,26,5
880996,09-12-2024,23,3
880996,16-12-2024,11,0
880996,23-12-2024,20,3
880996,30-12-2024,0,2
880996,06-01-2025,4,2
880996,13-01-2025,18,5
880996,20-01-2025,22,3
880996,27-01-2025,2,0
880996,03-02-2025,3,3
880996,10-02-2025,14,1
880996,17-02-2025,20,3
880996,24-02-2025,8,0
880996,03-03-2025,22,3
880996,10-03-2025,13,0
880996,17-03-2025,20,1
880996,24-03-2025,19,5
880996,31-03-2025,29,5
880996,07-04-2025,6,2
880996,14-04-2025,22,5
880996,21-04-2025,26,3
880996,28-04-2025,9,1
880996,05-05-2025,16,0
880996,12-05-2025,1,0
880996,19-05-2025,8,4
880996,26-05-2025,5,4
880996,02-06-2025,6,1
880996,09-06-2025,15,3
880996,16-06-2025,12,1
880996,23-06-2025,20,4
880996,30-06-2025,17,2
880996,07-07-2025,23,4
880996,14-07-2025,13,2
880996,21-07-2025,28,5
880996,28-07-2025,6,5
880996,04-08-2025,4,3
880996,11-08-2025,2,1
880996,18-08-2025,25,0
880996,25-08-2025,28,4
880996,01-09-2025,15,4
880996,08-09-2025,4,2
880996,15-09-2025,3,5
880996,22-09-2025,29,3
880996,29-09-2025,24,5
880996,06-10-2025,12,3
880996,13-10-2025,5,4
880996,20-10-2025,15,1
880996,27-10-2025,3,0
880996,03-11-2025,24,3
880996,10-11-2025,26,2
880996,17-11-2025,21,4
880996,24-11-2025,6,5
880996,01-12-2025,30,1
880996,08-12-2025,1,3
880996,15-12-2025,9,4
880996,22-12-2025,12,1
880996,29-12-2025,29,0
524548,01-01-2024,3,1
524548,08-01-2024,28,5
524548,15-01-2024,24,2
524548,22-01-2024,16,4
524548,29-01-2024,13,1
524548,05-02-2024,23,3
524548,12-02-2024,15,5
524548,19-02-2024,19,4
524548,26-02-2024,25,3
524548,04-03-2024,18,0
524548,11-03-2024,5,5
524548,18-03-2024,22,5
524548,25-03-2024,3,5
524548,01-04-2024,27,1
524548,08-04-2024,8,1
524548,15-04-2024,25,2
524548,22-04-2024,1,1
524548,29-04-2024,10,2
524548,06-05-2024,29,2
524548,13-05-2024,2,0
524548,20-05-2024,8,2
524548,27-05-2024,7,1
524548,03-06-2024,20,5
524548,10-06-2024,10,5
524548,17-06-2024,20,4
524548,24-06-2024,20,1
524548,01-07-2024,6,5
524548,08-07-2024,20,2
524548,15-07-2024,18,1
524548,22-07-2024,12,3
524548,29-07-2024,0,1
524548,05-08-2024,13,0
524548,12-08-2024,9,2
524548,19-08-2024,18,1
524548,26-08-2024,29,4
524548,02-09-2024,28,0
524548,09-09-2024,11,1
524548,16-09-2024,9,1
524548,23-09-2024,6,3
524548,30-09-2024,12,1
524548,07-10-2024,22,1
524548,14-10-2024,9,3
524548,21-10-2024,10,2
524548,28-10-2024,26,2
524548,04-11-2024,5,3
524548,11-11-2024,4,0
524548,18-11-2024,17,5
524548,25-11-2024,10,0
524548,02-12-2024,7,5
524548,09-12-2024,13,4
524548,16-12-2024,2,3
524548,23-12-2024,13,2
524548,30-12-2024,1,2
524548,06-01-2025,22,1
524548,13-01-2025,12,0
524548,20-01-2025,2,3
524548,27-01-2025,4,3
524548,03-02-2025,5,1
524548,10-02-2025,20,2
524548,17-02-2025,20,1
524548,24-02-2025,3,4
524548,03-03-2025,3,3
524548,10-03-2025,24,0
524548,17-03-2025,10,4
524548,24-03-2025,30,3
524548,31-03-2025,29,5
524548,07-04-2025,2,2
524548,14-04-2025,2,3
524548,21-04-2025,13,0
524548,28-04-2025,11,5
524548,05-05-2025,25,2
524548,12-05-2025,15,4
524548,19-05-2025,16,0
524548,26-05-2025,16,1
524548,02-06-2025,4,2
524548,09-06-2025,15,4
524548,16-06-2025,15,1
524548,23-06-2025,26,4
524548,30-06-2025,0,4
524548,07-07-2025,20,3
524548,14-07-2025,1,1
524548,21-07-2025,13,3
524548,28-07-2025,22,0
524548,04-08-2025,23,4
524548,11-08-2025,18,2
524548,18-08-2025,1,0
524548,25-08-2025,14,1
524548,01-09-2025,1,0
524548,08-09-2025,28,5
524548,15-09-2025,29,2
524548,22-09-2025,10,3
524548,29-09-2025,24,4
524548,06-10-2025,4,3
524548,13-10-2025,14,0
524548,20-10-2025,18,3
524548,27-10-2025,13,2
524548,03-11-2025,9,5
524548,10-11-2025,5,1
524548,17-11-2025,30,2
524548,24-11-2025,16,0
524548,01-12-2025,21,5
524548,08-12-2025,28,3
524548,15-12-2025,2,3
524548,22-12-2025,23,5
524548,29-12-2025,0,0
870771,01-01-2024,11,1
870771,08-01-2024,7,4
870771,15-01-2024,2,4
870771,22-01-2024,2,1
870771,29-01-2024,23,2
870771,05-02-2024,11,3
870771,12-02-2024,7,3
870771,19-02-2024,22,2
870771,26-02-2024,30,5
870771,04-03-2024,27,4
870771,11-03-2024,1,1
870771,18-03-2024,10,5
870771,25-03-2024,6,1
870771,01-04-2024,14,0
870771,08-04-2024,19,4
870771,15-04-2024,28,0
870771,22-04-2024,16,3
870771,29-04-2024,19,1
870771,06-05-2024,11,1
870771,13-05-2024,4,2
870771,20-05-2024,13,3
870771,27-05-2024,2,4
870771,03-06-2024,29,5
870771,10-06-2024,16,0
870771,17-06-2024,23,4
870771,24-06-2024,9,2
870771,01-07-2024,25,3
870771,08-07-2024,23,3
870771,15-07-2024,16,1
870771,22-07-2024,18,0
870771,29-07-2024,25,4
870771,05-08-2024,19,0
870771,12-08-2024,27,1
870771,19-08-2024,5,0
870771,26-08-2024,30,2
870771,02-09-2024,18,5
870771,09-09-2024,14,3
870771,16-09-2024,17,5
870771,23-09-2024,27,4
870771,30-09-2024,1,4
870771,07-10-2024,3,2
870771,14-10-2024,28,4
870771,21-10-2024,29,2
870771,28-10-2024,6,5
870771,04-11-2024,22,5
870771,11-11-2024,16,5
870771,18-11-2024,7,0
870771,25-11-2024,17,3
870771,02-12-2024,30,4
870771,09-12-2024,22,0
870771,16-12-2024,19,5
870771,23-12-2024,2,4
870771,30-12-2024,30,3
870771,06-01-2025,21,3
870771,13-01-2025,6,2
870771,20-01-2025,27,2
870771,27-01-2025,18,2
870771,03-02-2025,28,5
870771,10-02-2025,2,0
870771,17-02-2025,25,5
870771,24-02-2025,11,3
870771,03-03-2025,16,4
870771,10-03-2025,25,1
870771,17-03-2025,28,1
870771,24-03-2025,18,2
870771,31-03-2025,13,3
870771,07-04-2025,7,4
870771,14-04-2025,19,0
870771,21-04-2025,30,1
870771,28-04-2025,16,3
870771,05-05-2025,21,5
870771,12-05-2025,5,1
870771,19-05-2025,26,0
870771,26-05-2025,0,0
870771,02-06-2025,0,2
870771,09-06-2025,3,5
870771,16-06-2025,19,4
870771,23-06-2025,1,0
870771,30-06-2025,19,1
870771,07-07-2025,21,4
870771,14-07-2025,12,4
870771,21-07-2025,7,0
870771,28-07-2025,5,0
870771,04-08-2025,26,0
870771,11-08-2025,16,3
870771,18-08-2025,2,4
870771,25-08-2025,19,0
870771,01-09-2025,27,1
870771,08-09-2025,29,4
870771,15-09-2025,19,4
870771,22-09-2025,24,0
870771,29-09-2025,5,5
870771,06-10-2025,17,1
870771,13-10-2025,27,4
870771,20-10-2025,4,4
870771,27-10-2025,9,1
870771,03-11-2025,13,1
870771,10-11-2025,25,5
870771,17-11-2025,16,5
870771,24-11-2025,30,3
870771,01-12-2025,19,5
870771,08-12-2025,24,0
870771,15-12-2025,15,1
870771,22-12-2025,8,5
870771,29-12-2025,3,0
857681,01-01-2024,0,1
857681,08-01-2024,23,3
857681,15-01-2024,8,4
857681,22-01-2024,19,2
857681,29-01-2024,17,2
857681,05-02-2024,2,3
857681,12-02-2024,19,3
857681,19-02-2024,19,2
857681,26-02-2024,0,2
857681,04-03-2024,26,3
857681,11-03-2024,29,4
857681,18-03-2024,0,0
857681,25-03-2024,1,0
857681,01-04-2024,10,0
857681,08-04-2024,5,2
857681,15-04-2024,25,1
857681,22-04-2024,9,4
857681,29-04-2024,2,0
857681,06-05-2024,17,3
857681,13-05-2024,8,0
857681,20-05-2024,8,1
857681,27-05-2024,24,0
857681,03-06-2024,28,0
857681,10-06-2024,4,4
857681,17-06-2024,5,0
857681,24-06-2024,1,1
857681,01-07-2024,9,4
857681,08-07-2024,6,3
857681,15-07-2024,5,2
857681,22-07-2024,18,3
857681,29-07-2024,12,5
857681,05-08-2024,29,5
857681,12-08-2024,28,1
857681,19-08-2024,16,5
857681,26-08-2024,30,1
857681,02-09-2024,19,3
857681,09-09-2024,7,3
857681,16-09-2024,1,3
857681,23-09-2024,17,0
857681,30-09-2024,9,1
857681,07-10-2024,8,3
857681,14-10-2024,10,3
857681,21-10-2024,26,4
857681,28-10-2024,16,0
857681,04-11-2024,9,4
857681,11-11-2024,20,1
857681,18-11-2024,20,0
857681,25-11-2024,16,4
857681,02-12-2024,30,0
857681,09-12-2024,19,2
857681,16-12-2024,24,5
857681,23-12-2024,13,1
857681,30-12-2024,8,0
857681,06-01-2025,14,1
857681,13-01-2025,17,3
857681,20-01-2025,30,3
857681,27-01-2025,21,5
857681,03-02-2025,14,3
857681,10-02-2025,18,1
857681,17-02-2025,30,3
857681,24-02-2025,16,2
857681,03-03-2025,0,5
857681,10-03-2025,18,2
857681,17-03-2025,12,3
857681,24-03-2025,20,1
857681,31-03-2025,2,1
857681,07-04-2025,15,4
857681,14-04-2025,5,4
857681,21-04-2025,25,5
857681,28-04-2025,0,3
857681,05-05-2025,4,5
857681,12-05-2025,3,5
857681,19-05-2025,23,1
857681,26-05-2025,29,4
857681,02-06-2025,29,5
857681,09-06-2025,21,0
857681,16-06-2025,19,4
857681,23-06-2025,18,3
857681,30-06-2025,30,4
857681,07-07-2025,3,0
857681,14-07-2025,18,0
857681,21-07-2025,26,5
857681,28-07-2025,5,0
857681,04-08-2025,27,0
857681,11-08-2025,21,5
857681,18-08-2025,1,2
857681,25-08-2025,22,1
857681,01-09-2025,26,4
857681,08-09-2025,10,2
857681,15-09-2025,5,2
857681,22-09-2025,16,1
857681,29-09-2025,24,1
857681,06-10-2025,12,5
857681,13-10-2025,2,2
857681,20-10-2025,19,4
857681,27-10-2025,27,1
857681,03-11-2025,20,5
857681,10-11-2025,17,0
857681,17-11-2025,1,5
857681,24-11-2025,4,5
857681,01-12-2025,4,5
857681,08-12-2025,16,1
857681,15-12-2025,23,4
857681,22-12-2025,22,4
857681,29-12-2025,18,5
421103,01-01-2024,11,3
421103,08-01-2024,11,4
421103,15-01-2024,12,3
421103,22-01-2024,6,5
421103,29-01-2024,16,2
421103,05-02-2024,6,1
421103,12-02-2024,28,3
421103,19-02-2024,27,0
421103,26-02-2024,19,0
421103,04-03-2024,0,0
421103,11-03-2024,16,0
421103,18-03-2024,3,5
421103,25-03-2024,28,2
421103,01-04-2024,25,5
421103,08-04-2024,15,3
421103,15-04-2024,23,5
421103,22-04-2024,5,2
421103,29-04-2024,7,5
421103,06-05-2024,15,3
421103,13-05-2024,6,1
421103,20-05-2024,2,4
421103,27-05-2024,29,2
421103,03-06-2024,7,3
421103,10-06-2024,12,5
421103,17-06-2024,29,5
421103,24-06-2024,10,3
421103,01-07-2024,20,5
421103,08-07-2024,8,4
421103,15-07-2024,30,2
421103,22-07-2024,26,5
421103,29-07-2024,23,1
421103,05-08-2024,29,0
421103,12-08-2024,22,4
421103,19-08-2024,16,5
421103,26-08-2024,22,4
421103,02-09-2024,14,1
421103,09-09-2024,16,3
421103,16-09-2024,29,0
421103,23-09-2024,7,3
421103,30-09-2024,12,4
421103,07-10-2024,28,4
421103,14-10-2024,16,5
421103,21-10-2024,20,3
421103,28-10-2024,24,4
421103,04-11-2024,15,4
421103,11-11-2024,5,1
421103,18-11-2024,2,5
421103,25-11-2024,0,1
421103,02-12-2024,10,4
421103,09-12-2024,17,1
421103,16-12-2024,2,5
421103,23-12-2024,13,0
421103,30-12-2024,18,4
421103,06-01-2025,11,2
421103,13-01-2025,20,3
421103,20-01-2025,4,1
421103,27-01-2025,6,4
421103,03-02-2025,7,4
421103,10-02-2025,4,2
421103,17-02-2025,9,1
421103,24-02-2025,7,1
421103,03-03-2025,17,5
421103,10-03-2025,13,0
421103,17-03-2025,24,2
421103,24-03-2025,16,3
421103,31-03-2025,19,2
421103,07-04-2025,15,4
421103,14-04-2025,23,4
421103,21-04-2025,18,1
421103,28-04-2025,20,5
421103,05-05-2025,10,5
421103,12-05-2025,0,0
421103,19-05-2025,19,4
421103,26-05-2025,3,2
421103,02-06-2025,24,1
421103,09-06-2025,24,5
421103,16-06-2025,3,5
421103,23-06-2025,25,4
421103,30-06-2025,0,2
421103,07-07-2025,18,0
421103,14-07-2025,22,2
421103,21-07-2025,16,3
421103,28-07-2025,1,0
421103,04-08-2025,17,3
421103,11-08-2025,25,0
421103,18-08-2025,24,1
421103,25-08-2025,13,2
421103,01-09-2025,14,0
421103,08-09-2025,13,1
421103,15-09-2025,25,5
421103,22-09-2025,19,5
421103,29-09-2025,20,0
421103,06-10-2025,10,3
421103,13-10-2025,26,0
421103,20-10-2025,0,5
421103,27-10-2025,14,0
421103,03-11-2025,20,5
421103,10-11-2025,2,3
421103,17-11-2025,9,3
421103,24-11-2025,16,2
421103,01-12-2025,22,1
421103,08-12-2025,12,2
421103,15-12-2025,7,5
421103,22-12-2025,14,1
421103,29-12-2025,6,1
